rank,hex_id,points_count,neighbor_points_count,density,score,confidence,category
1,892c2aab33bffff,10,0,0,63.0233,1,HIGH
2,892c2aa951bffff,7,0,0,50.2089,0.85,HIGH
3,892c2aab30fffff,5,0,0,47.7153,0.79,MEDIUM
4,892c2aab367ffff,6,0,0,41.8325,0.71,MEDIUM
5,892c2aab307ffff,13,0,0,39.5413,0.75,MEDIUM
6,892c2aa9553ffff,11,0,0,38.9922,0.72,MEDIUM
7,892c2a334d7ffff,0,0,0,38.8889,0.6,MEDIUM
8,892c2aab36fffff,2,0,0,38.1417,0.61,MEDIUM
9,892c2aa95cfffff,12,0,0,36.9983,0.7,MEDIUM
10,892c2aab377ffff,4,0,0,34.1537,0.57,MEDIUM
11,892c2aab00fffff,6,0,0,33.4065,0.58,MEDIUM
12,892c2aab38bffff,1,0,0,33.006,0.52,MEDIUM
13,892c2aab38fffff,18,0,0,32.8122,0.7,MEDIUM
14,892c2aa959bffff,13,0,0,30.4673,0.61,MEDIUM
15,892c2a1610bffff,0,0,0,30.463,0.47,MEDIUM
16,892c2aab1c7ffff,0,0,0,30.463,0.47,MEDIUM
17,892c2aab317ffff,9,0,0,29.3691,0.55,MEDIUM
18,892c2aa95bbffff,5,0,0,28.919,0.5,MEDIUM
19,892c2aa86c7ffff,4,0,0,28.3204,0.48,MEDIUM
20,892c2aa8693ffff,2,0,0,27.7713,0.45,MEDIUM
21,892c2aa9557ffff,17,0,0,27.6766,0.61,MEDIUM
22,892c2aa8657ffff,2,0,0,27.1232,0.44,MEDIUM
23,892c2aab39bffff,5,0,0,26.3264,0.46,MEDIUM
24,892c2aa868bffff,0,0,0,25.9259,0.4,MEDIUM
25,892c2aab313ffff,1,0,0,25.8764,0.41,MEDIUM
26,892c2aab117ffff,2,0,0,25.1787,0.41,MEDIUM
27,892c2aab323ffff,8,0,0,24.8816,0.47,MEDIUM
28,892c2aab11bffff,1,0,0,24.5801,0.39,MEDIUM
29,892c2aab077ffff,6,0,0,24.3325,0.44,MEDIUM
30,892c2aa8697ffff,0,0,0,23.9815,0.37,MEDIUM
31,892c2aa95b3ffff,1,0,0,23.932,0.38,MEDIUM
32,892c2aab143ffff,0,0,0,23.3333,0.36,MEDIUM
33,892c2aa95d7ffff,5,0,0,23.0857,0.41,MEDIUM
34,892c2aab14fffff,6,0,0,23.0362,0.42,MEDIUM
35,892c2aa94afffff,1,0,0,22.6357,0.36,MEDIUM
36,892c2aab303ffff,1,0,0,22.6357,0.36,MEDIUM
37,892c2aab1c3ffff,1,0,0,21.9875,0.35,MEDIUM
38,892c2aab1d7ffff,0,0,0,21.3889,0.33,MEDIUM
39,892c2aa8353ffff,0,0,0,21.3889,0.33,MEDIUM
40,892c2aab18fffff,0,0,0,21.3889,0.33,MEDIUM
41,892c2aab193ffff,1,0,0,21.3394,0.34,MEDIUM
42,892c2aa8643ffff,0,0,0,20.7407,0.32,MEDIUM
43,892c2aab4b3ffff,0,0,0,20.7407,0.32,MEDIUM
44,892c2aab067ffff,9,0,0,20.295,0.41,MEDIUM
45,892c2aab3abffff,12,0,0,20.1464,0.44,MEDIUM
46,892c2aaa567ffff,2,0,0,19.9935,0.33,LOW
47,892c2aa957bffff,3,0,0,19.944,0.34,LOW
48,892c2aab557ffff,0,0,0,19.4444,0.3,LOW
49,892c2a3349bffff,0,0,0,19.4444,0.3,LOW
50,892c2aa95dbffff,6,0,0,19.1473,0.36,LOW
51,892c2aa95d3ffff,4,0,0,18.5982,0.33,LOW
52,892c2aab113ffff,11,0,0,18.2515,0.4,LOW
53,892c2aab577ffff,0,0,0,18.1481,0.28,LOW
54,892c2aab18bffff,4,0,0,17.95,0.32,LOW
55,892c2aab57bffff,5,0,0,17.9005,0.33,LOW
56,892c2ab9b63ffff,0,0,0,17.5,0.27,LOW
57,892c2aa95abffff,0,0,0,17.5,0.27,LOW
58,892c2aab5c3ffff,1,0,0,17.4505,0.28,LOW
59,892c2aab023ffff,1,0,0,17.4505,0.28,LOW
60,892c2aab10bffff,5,0,0,17.2524,0.32,LOW
61,892c2aa95cbffff,22,0,0,17.0586,0.5,LOW
62,892c2aab383ffff,12,0,0,16.9057,0.39,LOW
63,892c2aa9583ffff,2,0,0,16.7528,0.28,LOW
64,892c2aab1cfffff,2,0,0,16.7528,0.28,LOW
65,892c2aab127ffff,2,0,0,16.7528,0.28,LOW
66,892c2aab103ffff,4,0,0,16.6537,0.3,LOW
67,892c2aa864bffff,9,0,0,16.4061,0.35,LOW
68,892c2aa9587ffff,13,0,0,16.208,0.39,LOW
69,892c2aaa56fffff,0,0,0,16.2037,0.25,LOW
70,892c2aaa5c7ffff,0,0,0,16.2037,0.25,LOW
71,892c2aab033ffff,1,0,0,16.1542,0.26,LOW
72,892c2aab56bffff,1,0,0,16.1542,0.26,LOW
73,892c2aa861bffff,2,0,0,16.1047,0.27,LOW
74,892c2aab163ffff,2,0,0,16.1047,0.27,LOW
75,892c2aab50bffff,2,0,0,16.1047,0.27,LOW
76,892c2aab1bbffff,2,0,0,16.1047,0.27,LOW
77,892c2ab9a2bffff,2,0,0,16.1047,0.27,LOW
78,892c2aab03bffff,6,0,0,15.9065,0.31,LOW
79,892c2aab187ffff,0,0,0,15.5556,0.24,LOW
80,892c2aaa577ffff,0,0,0,15.5556,0.24,LOW
81,892c2aa90b7ffff,1,0,0,15.506,0.25,LOW
82,892c2aa86b7ffff,2,0,0,15.4565,0.26,LOW
83,892c2aab12fffff,2,0,0,15.4565,0.26,LOW
84,892c2aab10fffff,2,0,0,15.4565,0.26,LOW
85,892c2aab543ffff,3,0,0,15.407,0.27,LOW
86,892c2aab483ffff,3,0,0,15.407,0.27,LOW
87,892c2aa9eabffff,0,0,0,14.9074,0.23,LOW
88,892c2aaa267ffff,0,0,0,14.9074,0.23,LOW
89,892c2aab59bffff,0,0,0,14.9074,0.23,LOW
90,892c2aab54fffff,0,0,0,14.9074,0.23,LOW
91,892c2aa9e33ffff,1,0,0,14.8579,0.24,LOW
92,892c2aab487ffff,2,0,0,14.8084,0.25,LOW
93,892c2aa8683ffff,2,0,0,14.8084,0.25,LOW
94,892c2aab02bffff,8,0,0,14.5112,0.31,LOW
95,892c2a334cfffff,0,0,0,14.2593,0.22,LOW
96,892c2aa86a3ffff,0,0,0,14.2593,0.22,LOW
97,892c2aa84abffff,0,0,0,14.2593,0.22,LOW
98,892c2aaa51bffff,0,0,0,14.2593,0.22,LOW
99,892c2aaa817ffff,0,0,0,14.2593,0.22,LOW
100,892c2aab153ffff,0,0,0,14.2593,0.22,LOW
101,892c2aab1d3ffff,0,0,0,14.2593,0.22,LOW
102,892c2aa9c1bffff,1,0,0,14.2097,0.23,LOW
103,892c2aaaecbffff,1,0,0,14.2097,0.23,LOW
104,892c2aab32bffff,15,0,0,14.1645,0.38,LOW
105,892c2aab497ffff,2,0,0,14.1602,0.24,LOW
106,892c2aab16bffff,3,0,0,14.1107,0.25,LOW
107,892c2aa9543ffff,23,0,0,13.7683,0.46,LOW
108,892c2aab3d7ffff,0,0,0,13.6111,0.21,LOW
109,892c2aa845bffff,0,0,0,13.6111,0.21,LOW
110,892c2aa9573ffff,0,0,0,13.6111,0.21,LOW
111,892c2aaae77ffff,0,0,0,13.6111,0.21,LOW
112,892c2aa9857ffff,0,0,0,13.6111,0.21,LOW
113,892c2aab4a7ffff,1,0,0,13.5616,0.22,LOW
114,892c2aab3afffff,1,0,0,13.5616,0.22,LOW
115,892c2aab4bbffff,2,0,0,13.5121,0.23,LOW
116,892c2aa8613ffff,2,0,0,13.5121,0.23,LOW
117,892c2aa84cbffff,3,0,0,13.4625,0.24,LOW
118,892c2aa91c3ffff,3,0,0,13.4625,0.24,LOW
119,892c2aa86cfffff,8,0,0,13.2149,0.29,LOW
120,892c2aab3a3ffff,0,0,0,12.963,0.2,LOW
121,892c2aaaa8bffff,0,0,0,12.963,0.2,LOW
122,892c2aaae0fffff,0,0,0,12.963,0.2,LOW
123,892c2aa8407ffff,0,0,0,12.963,0.2,LOW
124,892c2aab48bffff,0,0,0,12.963,0.2,LOW
125,892c2aaae23ffff,0,0,0,12.963,0.2,LOW
126,892c2aaa15bffff,0,0,0,12.963,0.2,LOW
127,892c2a334c3ffff,0,0,0,12.963,0.2,LOW
128,892c2aab55bffff,1,0,0,12.9134,0.21,LOW
129,892c2aab447ffff,1,0,0,12.9134,0.21,LOW
130,892c2aa9157ffff,1,0,0,12.9134,0.21,LOW
131,892c2aa9033ffff,2,0,0,12.8639,0.22,LOW
132,892c2aab007ffff,5,0,0,12.7153,0.25,LOW
133,892c2aab547ffff,5,0,0,12.7153,0.25,LOW
134,892c2aab183ffff,7,0,0,12.6163,0.27,LOW
135,892c2aa865bffff,11,0,0,12.4182,0.31,LOW
136,892c2aa9cc7ffff,0,0,0,12.3148,0.19,LOW
137,892c2aab4abffff,0,0,0,12.3148,0.19,LOW
138,892c2aaa50bffff,0,0,0,12.3148,0.19,LOW
139,892c2aaa313ffff,0,0,0,12.3148,0.19,LOW
140,892c2aaae6fffff,0,0,0,12.3148,0.19,LOW
141,892c2aab4b7ffff,0,0,0,12.3148,0.19,LOW
142,892c2aab393ffff,14,0,0,12.2696,0.34,LOW
143,892c2aa9acbffff,1,0,0,12.2653,0.2,LOW
144,892c2aaa197ffff,1,0,0,12.2653,0.2,LOW
145,892c2aaa19bffff,1,0,0,12.2653,0.2,LOW
146,892c2aaa38bffff,1,0,0,12.2653,0.2,LOW
147,892c2ab9b4bffff,1,0,0,12.2653,0.2,LOW
148,892c2aaa3c3ffff,1,0,0,12.2653,0.2,LOW
149,892c2aa9c53ffff,1,0,0,12.2653,0.2,LOW
150,892c2aa900fffff,1,0,0,12.2653,0.2,LOW
151,892c2aa911bffff,1,0,0,12.2653,0.2,LOW
152,892c2aa9563ffff,2,0,0,12.2158,0.21,LOW
153,892c2aab4afffff,2,0,0,12.2158,0.21,LOW
154,892c2aab5cfffff,2,0,0,12.2158,0.21,LOW
155,892c2aab5dbffff,2,0,0,12.2158,0.21,LOW
156,892c2aa958bffff,3,0,0,12.1662,0.22,LOW
157,892c2aab333ffff,6,0,0,12.0177,0.25,LOW
158,892c2aab173ffff,7,0,0,11.9681,0.26,LOW
159,892c2aaa3cbffff,0,0,0,11.6667,0.18,LOW
160,892c2aaaad7ffff,0,0,0,11.6667,0.18,LOW
161,892c2aa86abffff,0,0,0,11.6667,0.18,LOW
162,892c2aa917bffff,0,0,0,11.6667,0.18,LOW
163,892c2aaa87bffff,0,0,0,11.6667,0.18,LOW
164,892c2aa95b7ffff,0,0,0,11.6667,0.18,LOW
165,892c2aa8453ffff,0,0,0,11.6667,0.18,LOW
166,892c2aaaa83ffff,0,0,0,11.6667,0.18,LOW
167,892c2ab9b7bffff,0,0,0,11.6667,0.18,LOW
168,892c2a06997ffff,0,0,0,11.6667,0.18,LOW
169,892c2aaae2fffff,0,0,0,11.6667,0.18,LOW
170,892c2aab48fffff,1,0,0,11.6171,0.19,LOW
171,892c2aa860fffff,1,0,0,11.6171,0.19,LOW
172,892c2aab36bffff,2,0,0,11.5676,0.2,LOW
173,892c2aab017ffff,2,0,0,11.5676,0.2,LOW
174,892c2aab107ffff,2,0,0,11.5676,0.2,LOW
175,892c2aaa8c7ffff,3,0,0,11.5181,0.21,LOW
176,892c2aa8647ffff,3,0,0,11.5181,0.21,LOW
177,892c2aa8403ffff,0,0,0,11.0185,0.17,LOW
178,892c2a06987ffff,0,0,0,11.0185,0.17,LOW
179,892c2aaa523ffff,0,0,0,11.0185,0.17,LOW
180,892c2aa9d43ffff,0,0,0,11.0185,0.17,LOW
181,892c2aa826fffff,0,0,0,11.0185,0.17,LOW
182,892c2ab9a77ffff,0,0,0,11.0185,0.17,LOW
183,892c2aa84b3ffff,0,0,0,11.0185,0.17,LOW
184,892c2aaa3d3ffff,0,0,0,11.0185,0.17,LOW
185,892c2aab437ffff,1,0,0,10.969,0.18,LOW
186,892c2ab9b4fffff,1,0,0,10.969,0.18,LOW
187,892c2aa849bffff,1,0,0,10.969,0.18,LOW
188,892c2aab4a3ffff,1,0,0,10.969,0.18,LOW
189,892c2aab573ffff,1,0,0,10.969,0.18,LOW
190,892c2aab1b3ffff,1,0,0,10.969,0.18,LOW
191,892c2aab5cbffff,2,0,0,10.9195,0.19,LOW
192,892c2aa954fffff,5,0,0,10.7709,0.22,LOW
193,892c2aa95c7ffff,11,0,0,10.4737,0.28,LOW
194,892c2aa9c5bffff,0,0,0,10.3704,0.16,LOW
195,892c2aaa53bffff,0,0,0,10.3704,0.16,LOW
196,892c2aa910bffff,0,0,0,10.3704,0.16,LOW
197,892c2aa125bffff,0,0,0,10.3704,0.16,LOW
198,892c2ab9b6bffff,0,0,0,10.3704,0.16,LOW
199,892c2aaa8c3ffff,0,0,0,10.3704,0.16,LOW
200,892c2aab503ffff,0,0,0,10.3704,0.16,LOW
201,892c2aa9e8fffff,0,0,0,10.3704,0.16,LOW
202,892c2aab363ffff,0,0,0,10.3704,0.16,LOW
203,892c2aaa9cbffff,0,0,0,10.3704,0.16,LOW
204,892c2aa9437ffff,1,0,0,10.3208,0.17,LOW
205,892c2aa9a5bffff,1,0,0,10.3208,0.17,LOW
206,892c2aaa813ffff,1,0,0,10.3208,0.17,LOW
207,892c2aa84c3ffff,2,0,0,10.2713,0.18,LOW
208,892c2aa956bffff,2,0,0,10.2713,0.18,LOW
209,892c2aab397ffff,3,0,0,10.2218,0.19,LOW
210,892c2aab387ffff,5,0,0,10.1227,0.21,LOW
211,892c2aa95c3ffff,7,0,0,10.0237,0.23,LOW
212,892c2aa9ea3ffff,0,0,0,9.72222,0.15,LOW
213,892c2aaa3d7ffff,0,0,0,9.72222,0.15,LOW
214,892c2aab1cbffff,0,0,0,9.72222,0.15,LOW
215,892c2a334d3ffff,0,0,0,9.72222,0.15,LOW
216,892c2aa9c13ffff,0,0,0,9.72222,0.15,LOW
217,892c2aaa833ffff,0,0,0,9.72222,0.15,LOW
218,892c2aab5d7ffff,1,0,0,9.6727,0.16,LOW
219,892c2aaa573ffff,1,0,0,9.6727,0.16,LOW
220,892c2aa9c4fffff,2,0,0,9.62317,0.17,LOW
221,892c2aab157ffff,4,0,0,9.52412,0.19,LOW
222,892c2aa9ebbffff,0,0,0,9.07407,0.14,LOW
223,892c2aaa803ffff,0,0,0,9.07407,0.14,LOW
224,892c2aab31bffff,0,0,0,9.07407,0.14,LOW
225,892c2aa95a3ffff,0,0,0,9.07407,0.14,LOW
226,892c2aaa8bbffff,0,0,0,9.07407,0.14,LOW
227,892c2aaa38fffff,0,0,0,9.07407,0.14,LOW
228,892c2aa9cc3ffff,0,0,0,9.07407,0.14,LOW
229,892c2aaa827ffff,0,0,0,9.07407,0.14,LOW
230,892c2aaa83bffff,0,0,0,9.07407,0.14,LOW
231,892c2aa9ccfffff,0,0,0,9.07407,0.14,LOW
232,892c2aab0b7ffff,0,0,0,9.07407,0.14,LOW
233,892c2aa8413ffff,0,0,0,9.07407,0.14,LOW
234,892c2aaac6fffff,0,0,0,9.07407,0.14,LOW
235,892c2aaa8a7ffff,0,0,0,9.07407,0.14,LOW
236,892c2aa9ec7ffff,0,0,0,9.07407,0.14,LOW
237,892c2aaa52bffff,0,0,0,9.07407,0.14,LOW
238,892c2aaa58fffff,0,0,0,9.07407,0.14,LOW
239,892c2aa9517ffff,0,0,0,9.07407,0.14,LOW
240,892c2aa9c57ffff,0,0,0,9.07407,0.14,LOW
241,892c2aab147ffff,0,0,0,9.07407,0.14,LOW
242,892c2aaa8d3ffff,0,0,0,9.07407,0.14,LOW
243,892c2aaa58bffff,1,0,0,9.02455,0.15,LOW
244,892c2aa8473ffff,1,0,0,9.02455,0.15,LOW
245,892c2aa9577ffff,1,0,0,9.02455,0.15,LOW
246,892c2aaa3cfffff,1,0,0,9.02455,0.15,LOW
247,892c2aa84d7ffff,1,0,0,9.02455,0.15,LOW
248,892c2aa84a3ffff,1,0,0,9.02455,0.15,LOW
249,892c2aa9593ffff,2,0,0,8.97502,0.16,LOW
250,892c2aaa33bffff,2,0,0,8.97502,0.16,LOW
251,892c2aab3b7ffff,3,0,0,8.9255,0.17,LOW
252,892c2aa86d7ffff,3,0,0,8.9255,0.17,LOW
253,892c2aa8653ffff,6,0,0,8.77692,0.2,LOW
254,892c2aa9eb3ffff,0,0,0,8.42593,0.13,LOW
255,892c2ab9b77ffff,0,0,0,8.42593,0.13,LOW
256,892c2aaa847ffff,0,0,0,8.42593,0.13,LOW
257,892c2aa98bbffff,0,0,0,8.42593,0.13,LOW
258,892c2aa9887ffff,0,0,0,8.42593,0.13,LOW
259,892c2aaa81bffff,0,0,0,8.42593,0.13,LOW
260,892c2aa9077ffff,0,0,0,8.42593,0.13,LOW
261,892c2aaa807ffff,0,0,0,8.42593,0.13,LOW
262,892c2aaaa97ffff,0,0,0,8.42593,0.13,LOW
263,892c2a33593ffff,0,0,0,8.42593,0.13,LOW
264,892c2aa9e87ffff,0,0,0,8.42593,0.13,LOW
265,892c2aa9ccbffff,0,0,0,8.42593,0.13,LOW
266,892c2aa91cfffff,0,0,0,8.42593,0.13,LOW
267,892c2aaae67ffff,0,0,0,8.42593,0.13,LOW
268,892c2aa98b3ffff,0,0,0,8.42593,0.13,LOW
269,892c2aaaaa3ffff,0,0,0,8.42593,0.13,LOW
270,892c2aa9387ffff,0,0,0,8.42593,0.13,LOW
271,892c2aaaa93ffff,0,0,0,8.42593,0.13,LOW
272,892c2aaaaa7ffff,0,0,0,8.42593,0.13,LOW
273,892c2aab3d3ffff,1,0,0,8.3764,0.14,LOW
274,892c2aa9507ffff,1,0,0,8.3764,0.14,LOW
275,892c2aaa143ffff,4,0,0,8.22782,0.17,LOW
276,892c2aa864fffff,6,0,0,8.12877,0.19,LOW
277,892c2aab553ffff,7,0,0,8.07924,0.2,LOW
278,892c2aaa8afffff,0,0,0,7.77778,0.12,LOW
279,892c2aa9057ffff,0,0,0,7.77778,0.12,LOW
280,892c2aa938bffff,0,0,0,7.77778,0.12,LOW
281,892c2aa9adbffff,0,0,0,7.77778,0.12,LOW
282,892c2aaa217ffff,0,0,0,7.77778,0.12,LOW
283,892c2aaa39bffff,0,0,0,7.77778,0.12,LOW
284,892c2aaa307ffff,0,0,0,7.77778,0.12,LOW
285,892c2ab9b0fffff,0,0,0,7.77778,0.12,LOW
286,892c2aaa837ffff,0,0,0,7.77778,0.12,LOW
287,892c2aaa8a3ffff,0,0,0,7.77778,0.12,LOW
288,892c2aa9c43ffff,0,0,0,7.77778,0.12,LOW
289,892c2aa844fffff,0,0,0,7.77778,0.12,LOW
290,892c2aaa52fffff,0,0,0,7.77778,0.12,LOW
291,892c2aab08bffff,0,0,0,7.77778,0.12,LOW
292,892c2aa9003ffff,0,0,0,7.77778,0.12,LOW
293,892c2aa9b67ffff,0,0,0,7.77778,0.12,LOW
294,892c2aa9d4fffff,0,0,0,7.77778,0.12,LOW
295,892c2aaaab7ffff,0,0,0,7.77778,0.12,LOW
296,892c2aa8493ffff,1,0,0,7.72825,0.13,LOW
297,892c2aab19bffff,1,0,0,7.72825,0.13,LOW
298,892c2aaa30fffff,1,0,0,7.72825,0.13,LOW
299,892c2aaa3dbffff,1,0,0,7.72825,0.13,LOW
300,892c2aaa14bffff,2,0,0,7.67873,0.14,LOW
301,892c2aa8603ffff,2,0,0,7.67873,0.14,LOW
302,892c2aaaab3ffff,0,0,0,7.12963,0.11,LOW
303,892c2aa985bffff,0,0,0,7.12963,0.11,LOW
304,892c2aab427ffff,0,0,0,7.12963,0.11,LOW
305,892c2a33457ffff,0,0,0,7.12963,0.11,LOW
306,892c2aab09bffff,0,0,0,7.12963,0.11,LOW
307,892c2aa9597ffff,0,0,0,7.12963,0.11,LOW
308,892c2aaa953ffff,0,0,0,7.12963,0.11,LOW
309,892c2aaa9c3ffff,0,0,0,7.12963,0.11,LOW
310,892c2aab1dbffff,0,0,0,7.12963,0.11,LOW
311,892c2aaa263ffff,0,0,0,7.12963,0.11,LOW
312,892c2aaa80fffff,0,0,0,7.12963,0.11,LOW
313,892c2aaa527ffff,0,0,0,7.12963,0.11,LOW
314,892c2aa9017ffff,0,0,0,7.12963,0.11,LOW
315,892c2aab3c7ffff,0,0,0,7.12963,0.11,LOW
316,892c2aaaaafffff,0,0,0,7.12963,0.11,LOW
317,892c2aa98cbffff,0,0,0,7.12963,0.11,LOW
318,892c2aa9a87ffff,0,0,0,7.12963,0.11,LOW
319,892c2aa9d4bffff,0,0,0,7.12963,0.11,LOW
320,892c2aa9843ffff,0,0,0,7.12963,0.11,LOW
321,892c2aa98cfffff,0,0,0,7.12963,0.11,LOW
322,892c2a06d97ffff,0,0,0,7.12963,0.11,LOW
323,892c2aab54bffff,0,0,0,7.12963,0.11,LOW
324,892c2aaa823ffff,0,0,0,7.12963,0.11,LOW
325,892c2aaa193ffff,0,0,0,7.12963,0.11,LOW
326,892c2aa93abffff,1,0,0,7.0801,0.12,LOW
327,892c2aaa337ffff,1,0,0,7.0801,0.12,LOW
328,892c2aa9173ffff,1,0,0,7.0801,0.12,LOW
329,892c2aaa8abffff,1,0,0,7.0801,0.12,LOW
330,892c2aaa2cbffff,1,0,0,7.0801,0.12,LOW
331,892c2aa914fffff,2,0,0,7.03058,0.13,LOW
332,892c2aaa843ffff,2,0,0,7.03058,0.13,LOW
333,892c2aaa563ffff,0,0,0,6.48148,0.1,LOW
334,892c2aa100bffff,0,0,0,6.48148,0.1,LOW
335,892c2aa9acfffff,0,0,0,6.48148,0.1,LOW
336,892c2aaa32fffff,0,0,0,6.48148,0.1,LOW
337,892c2aa9e2fffff,0,0,0,6.48148,0.1,LOW
338,892c2aaa173ffff,0,0,0,6.48148,0.1,LOW
339,892c2aaae07ffff,0,0,0,6.48148,0.1,LOW
340,892c2aa863bffff,0,0,0,6.48148,0.1,LOW
341,892c2aa9c6bffff,0,0,0,6.48148,0.1,LOW
342,892c2aaa84fffff,0,0,0,6.48148,0.1,LOW
343,892c2aaa2abffff,0,0,0,6.48148,0.1,LOW
344,892c2aa9cd3ffff,0,0,0,6.48148,0.1,LOW
345,892c2aaaecfffff,0,0,0,6.48148,0.1,LOW
346,892c2aa93a3ffff,0,0,0,6.48148,0.1,LOW
347,892c2aa86cbffff,0,0,0,6.48148,0.1,LOW
348,892c2aaaea3ffff,0,0,0,6.48148,0.1,LOW
349,892c2aaa0a7ffff,0,0,0,6.48148,0.1,LOW
350,892c2a334c7ffff,0,0,0,6.48148,0.1,LOW
351,892c2a0697bffff,0,0,0,6.48148,0.1,LOW
352,892c2aa98d3ffff,1,0,0,6.43196,0.11,LOW
353,892c2aa847bffff,1,0,0,6.43196,0.11,LOW
354,892c2aaa8d7ffff,1,0,0,6.43196,0.11,LOW
355,892c2aab473ffff,1,0,0,6.43196,0.11,LOW
356,892c2aa9023ffff,1,0,0,6.43196,0.11,LOW
357,892c2aab50fffff,1,0,0,6.43196,0.11,LOW
358,892c2aaa9dbffff,2,0,0,6.38243,0.12,LOW
359,892c2aab327ffff,2,0,0,6.38243,0.12,LOW
360,892c2aaa353ffff,2,0,0,6.38243,0.12,LOW
361,892c2aaa22fffff,3,0,0,6.3329,0.13,LOW
362,892c2aab17bffff,5,0,0,6.23385,0.15,LOW
363,892c2aaa513ffff,0,0,0,5.83333,0.09,LOW
364,892c2aa9e3bffff,0,0,0,5.83333,0.09,LOW
365,892c2a3341bffff,0,0,0,5.83333,0.09,LOW
366,892c2aa9323ffff,0,0,0,5.83333,0.09,LOW
367,892c2aa984bffff,0,0,0,5.83333,0.09,LOW
368,892c2aa9e37ffff,0,0,0,5.83333,0.09,LOW
369,892c2aaa277ffff,0,0,0,5.83333,0.09,LOW
370,892c2aa93b7ffff,0,0,0,5.83333,0.09,LOW
371,892c2a0694bffff,0,0,0,5.83333,0.09,LOW
372,892c2aaaa9bffff,0,0,0,5.83333,0.09,LOW
373,892c2ab9b73ffff,0,0,0,5.83333,0.09,LOW
374,892c2ab9a2fffff,0,0,0,5.83333,0.09,LOW
375,892c2aaa3b3ffff,0,0,0,5.83333,0.09,LOW
376,892c2aab51bffff,0,0,0,5.83333,0.09,LOW
377,892c2aaa5cfffff,0,0,0,5.83333,0.09,LOW
378,892c2aaa89bffff,0,0,0,5.83333,0.09,LOW
379,892c2aab537ffff,0,0,0,5.83333,0.09,LOW
380,892c2aaa857ffff,0,0,0,5.83333,0.09,LOW
381,892c2aaa223ffff,0,0,0,5.83333,0.09,LOW
382,892c2aaad0fffff,0,0,0,5.83333,0.09,LOW
383,892c2aa9c4bffff,0,0,0,5.83333,0.09,LOW
384,892c2aaa1d3ffff,0,0,0,5.83333,0.09,LOW
385,892c2aab41bffff,0,0,0,5.83333,0.09,LOW
386,892c2aa9a53ffff,0,0,0,5.83333,0.09,LOW
387,892c2aaae17ffff,0,0,0,5.83333,0.09,LOW
388,892c2aaa9cfffff,0,0,0,5.83333,0.09,LOW
389,892c2aa9eafffff,0,0,0,5.83333,0.09,LOW
390,892c2aa8687ffff,1,0,0,5.78381,0.1,LOW
391,892c2aaaa8fffff,1,0,0,5.78381,0.1,LOW
392,892c2aaa32bffff,1,0,0,5.78381,0.1,LOW
393,892c2aaa31bffff,1,0,0,5.78381,0.1,LOW
394,892c2aab567ffff,1,0,0,5.78381,0.1,LOW
395,892c2aab417ffff,1,0,0,5.78381,0.1,LOW
396,892c2aa950fffff,2,0,0,5.73428,0.11,LOW
397,892c2aa9147ffff,6,0,0,5.53618,0.15,LOW
398,892c2aab3bbffff,12,0,0,5.23902,0.21,LOW
399,892c2aa989bffff,0,0,0,5.18519,0.08,LOW
400,892c2aa8607ffff,0,0,0,5.18519,0.08,LOW
401,892c2aa866bffff,0,0,0,5.18519,0.08,LOW
402,892c2ab9b6fffff,0,0,0,5.18519,0.08,LOW
403,892c2aa903bffff,0,0,0,5.18519,0.08,LOW
404,892c2aaa957ffff,0,0,0,5.18519,0.08,LOW
405,892c2aa98c3ffff,0,0,0,5.18519,0.08,LOW
406,892c2aaa9c7ffff,0,0,0,5.18519,0.08,LOW
407,892c2aa840fffff,0,0,0,5.18519,0.08,LOW
408,892c2ab9a3bffff,0,0,0,5.18519,0.08,LOW
409,892c2aa8677ffff,0,0,0,5.18519,0.08,LOW
410,892c2aab14bffff,0,0,0,5.18519,0.08,LOW
411,892c2aa9e23ffff,0,0,0,5.18519,0.08,LOW
412,892c2aa9ad3ffff,0,0,0,5.18519,0.08,LOW
413,892c2aaad73ffff,0,0,0,5.18519,0.08,LOW
414,892c2aa90c7ffff,0,0,0,5.18519,0.08,LOW
415,892c2aa9b2bffff,0,0,0,5.18519,0.08,LOW
416,892c2aaa517ffff,0,0,0,5.18519,0.08,LOW
417,892c2a3348bffff,0,0,0,5.18519,0.08,LOW
418,892c2aa84b7ffff,0,0,0,5.18519,0.08,LOW
419,892c2aa93b3ffff,0,0,0,5.18519,0.08,LOW
420,892c2aa126bffff,0,0,0,5.18519,0.08,LOW
421,892c2aaa853ffff,0,0,0,5.18519,0.08,LOW
422,892c2aab22bffff,0,0,0,5.18519,0.08,LOW
423,892c2aaae2bffff,0,0,0,5.18519,0.08,LOW
424,892c2a30693ffff,0,0,0,5.18519,0.08,LOW
425,892c2aaae63ffff,0,0,0,5.18519,0.08,LOW
426,892c2aab407ffff,0,0,0,5.18519,0.08,LOW
427,892c2aab3a7ffff,0,0,0,5.18519,0.08,LOW
428,892c2aab49bffff,0,0,0,5.18519,0.08,LOW
429,892c2aa9037ffff,0,0,0,5.18519,0.08,LOW
430,892c2aa9a4bffff,0,0,0,5.18519,0.08,LOW
431,892c2aa939bffff,0,0,0,5.18519,0.08,LOW
432,892c2aa840bffff,0,0,0,5.18519,0.08,LOW
433,892c2aaa57bffff,0,0,0,5.18519,0.08,LOW
